Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
It happened in the evening, that he took Leah his daughter, and brought her to him. He went in to her.	ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎤᏒ ᏄᎵᏍᏔᏅ, ᎾᏍᎩ ᎤᏪᏥ ᎵᎠ ᏭᏘᏃᎮᎴᎢ; [ᏤᎦᏈᏃ] ᎤᏓᏴᏎᎢ.
Laban gave Zilpah his handmaid to his daughter Leah for a handmaid.	ᎴᏆᏂᏃ ᎤᏪᏥ ᎵᎠ ᎤᏪᎧᏁᎴ ᎠᎨᏴ ᎤᏅᏏᏓᏍᏗ ᏏᎵᏆ ᏧᏙᎢᏛ, ᎾᏍᎩ ᎤᏅᏏᏓᏍᏗ ᎢᏳᎵᏍᏙᏗᏱ.
It happened in the morning that, behold, it was Leah. He said to Laban, "What is this you have done to me? Didn't I serve with you for Rachel? Why then have you deceived me?"	ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᏑᎾᎴ ᏄᎵᏍᏔᏅ, ᎬᏂᏳᏉ, ᎵᎠ ᏂᎦᎨᏎᎢ; [ᏤᎦᏈᏃ] ᎯᎠ ᏄᏪᏎᎴ ᎴᏆᏂ, ᎦᏙᏃ ᎯᎠ ᏥᏂᏍᏋᎦ? ᏝᏍᎪ ᎴᏥᎵ ᏱᎬᏒᎲᏍᎨ ᏥᏓᎩᎸᏫᏍᏓᏁᎲᎩ? ᎦᏙᏃ ᎥᏍᎩᎶᏄᎲᎵ?
Laban said, "It is not done so in our place, to give the younger before the firstborn.	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎥᏝ ᎾᏍᎩ ᎢᏯᏛᏁᏗ ᏱᎩ ᎠᏴ ᎣᎦᏤᎵᎪᎯ, ᎾᏍᎩ ᎣᏂ ᎡᎯ ᎠᏓᎧᏁᏗᏱ ᎠᏏ ᎢᎬᏱ ᎡᎯ ᎾᏓᎧᏁᎸᎾ.
Fulfill the week of this one, and we will give you the other also for the service which you will serve with me yet seven other years."	ᎯᏍᏆᏓ ᎾᏍᎩ ᎤᏤᎵ ᏑᎾᏙᏓᏆᏍᏗ ᎨᏒᎢ, ᎯᎠᏃ ᎾᏍᏉ ᎢᏨᏯᎧᏁᎸᎭ, ᎠᏏ ᎦᎵᏉᎩ ᏧᏕᏘᏴᏛ ᎪᎱᏍᏗ ᏨᏛᏍᏆᏛᏁᎵ.
Jacob did so, and fulfilled her week. He gave him Rachel his daughter as wife.	ᏤᎦᏈᏃ ᎾᏍᎩ ᏄᏛᏁᎴᎢ, ᎠᎴ ᎾᏍᎩ ᎤᏤᎵ ᏑᎾᏙᏓᏆᏍᏗ ᎨᏒ ᎤᏍᏆᏕᎴᎢ; ᎴᏥᎵᏃ ᎿᏍᏉ ᎾᏍᎩ ᎤᏪᏥ ᎤᏪᎧᏁᎴ ᎤᏓᏴᏍᏗ.
Laban gave to Rachel his daughter Bilhah, his handmaid, to be her handmaid.	ᎴᏆᏂᏃ ᎤᏪᏥ ᎴᏥᎵ ᎤᏪᎧᏁᎴ ᎠᎨᏴ ᎤᏅᏏᏓᏍᏗ ᏈᎳ ᏧᏓᎢᏛ, ᎾᏍᎩ ᎤᏅᏏᏓᏍᏗ ᎢᏳᎵᏍᏙᏗᏱ.
He went in also to Rachel, and he loved also Rachel more than Leah, and served with him yet seven other years.	ᎾᏍᏉᏃ ᎴᏥᎵ ᎤᏓᏴᏎᎢ, ᎠᎴ ᎴᏥᎵ ᎤᏟ ᏄᎨᏳᏎ ᎡᏍᎦᏉ ᎵᎠ; ᎠᎴ ᎠᏏ ᎦᎵᏉᎩ ᏧᏕᏘᏴᏛ ᎪᎱᏍᏗ ᎤᏛᏁᎴᎢ.
Yahweh saw that Leah was hated, and he opened her womb, but Rachel was barren.	ᏱᎰᏩᏃ ᎤᏙᎴᎰᏒ ᎵᎠ ᎠᏥᏐᎸᎢᏍᏗᏍᎬᎢ, ᎤᎳᏅᏓᏕᎴ ᏧᎷᎸᏗᏱ; ᎴᏥᎵᏍᎩᏂ ᏂᏓᎷᎸᎥᏍᎬᎾ ᎨᏎᎢ.
Leah conceived, and bore a son, and she named him Reuben. For she said, "Because Yahweh has looked at my affliction. For now my husband will love me."	ᎵᎠᏃ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎢ, ᎠᎴ ᎷᏈᏂ ᏚᏬᎡᎢ; ᎯᎠᏰᏃ ᏄᏪᏎᎢ, ᎤᏙᎯᏳᎯᏯ ᏱᎰᏩ ᏓᎧᎿᏂᎦ ᎤᏲ ᎾᏆᏛᏅᎢ; ᎿᏉᏰᏃ ᎠᎩᏰᎯ ᎠᏎ ᎠᎩᎨᏳᏍᏗ.
She conceived again, and bore a son, and said, "Because Yahweh has heard that I am hated, he has therefore given me this son also." She named him Simeon.	ᏔᎵᏁᏃ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎢ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᏱᎰᏩ ᎤᏛᎦᏅ ᎥᎩᏐᏅᎢᏍᏗᏍᎬᎢ, ᎾᏍᎩ ᎢᏳᏍᏗ ᎯᎠ ᎾᏍᏉ ᎥᎠᎩᎧᏏ ᎾᏍᎩᏃ ᏏᎻᏯᏂ ᏚᏬᎡᎢ.
She conceived again, and bore a son. Said, "Now this time will my husband be joined to me, because I have borne him three sons." Therefore was his name called Levi.	ᏔᎵᏁᏃ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎢ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᎪᎯ ᎨᎵ ᎠᏎ ᎠᎩᏰᎯ ᏛᏆᏜᏫᏍᏔᏂ, ᎠᏂᏦᎢᏰᏃ ᎠᏂᏧᏣ ᏕᏥᎾᏄᎪᏫᏏ, ᎾᏍᎩ ᎢᏳᏍᏗ ᎵᏫ ᏓᎪᎡᎢ.
She conceived again, and bore a son. She said, "This time will I praise Yahweh." Therefore she named him Judah. Then she stopped bearing.	ᏔᎵᏁᏃ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎢ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᎿᏉ ᏱᎰᏩ ᏓᏥᎸᏉᏔᏂ; ᎾᏍᎩ ᎢᏳᏍᏗ ᏧᏓ ᏚᏬᎡᎢ; ᎤᏲᎯᏍᏔᏁᏃ ᏓᎷᎸᎥᏍᎬᎢ.
Chapter 30	ᎠᏯᏙᎸᎢ 30
When Rachel saw that she bore Jacob no children, Rachel envied her sister. She said to Jacob, "Give me children, or else I will die."	ᎴᏥᎵᏃ ᎤᏙᎴᎰᏒ ᏤᎦᏈ ᏂᎦᎷᎸᏁᎲᎾ ᎨᏒᎢ, ᎤᏩᏳᏤᎴ ᎤᎸᎢ; ᎯᎠᏃ ᏄᏪᏎᎴ ᏤᎦᏈ, ᏗᏂᏲᎵ ᏗᏍᎩᎧᏏ, ᎢᏳᏰᏃ ᏱᏝ, ᏓᏥᏲᎤᏏ.
Jacob's anger was kindled against Rachel, and he said, "Am I in God's place, who has withheld from you the fruit of the womb?"	ᏤᎦᏈᏃ ᎤᎿᎸᏤᎴ ᎴᏥᎵ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᏥᎪᎠᏴ ᎤᏁᎳᏅᎯ ᏥᏯᏓᏁᏟᏴᏍᏓᏁᎸ, ᎾᏍᎩ ᏧᏲᏍᏙᏯᏅ ᏗᏣᎷᎸᏗᏱ?
She said, "Behold, my maid Bilhah. Go in to her, that she may bear on my knees, and I also may obtain children by her."	ᎯᎠᏃ ᏄᏪᏎ [ᎴᏥᎵ,] ᎬᏂᏳᏉ, ᏈᎳ ᏥᏅᏏᏓᏍᏗ ᎠᎨᏴ, ᎾᏍᎩ ᎭᏓᏳᎦ, ᎾᏍᎩᏃ ᏗᏥᏂᎨᏂ ᏓᏓᎾᏄᎪᏫᏒᎭ, ᎾᏍᎩᏃ ᎠᏴ ᎾᏍᏉ ᏗᏂᏲᎵ ᏓᏇᎮᏍᏗ ᎾᏍᎩ ᏧᎾᏄᎪᏫᏒᎯ.
She gave him Bilhah her handmaid as wife, and Jacob went in to her.	ᎤᏪᎧᏁᎴᏃ ᏈᎳ ᎠᏛ ᎤᏅᏏᏓᏍᏗ ᎾᏍᎩ ᎤᏓᏴᏍᏗ; ᏤᎦᏈᏃ ᎤᏓᏴᏎᎢ.
Bilhah conceived, and bore Jacob a son.	ᏈᎳᏃ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎴ ᏤᎦᏈ.
Rachel said, "God has judged me, and has also heard my voice, and has given me a son." Therefore called she his name Dan.	ᎴᏥᎵᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏁᎳᏅᎯ ᏓᏊᎪᏓᏁᎸ, ᎠᎴ ᎾᏍᏉ ᎠᏛᎬᎦ ᏥᏁᎬᎢ, ᎠᎴ ᎠᎩᎧᏏ ᎠᏇᏥ ᎠᏧᏣ; ᎾᏍᎩ ᎢᏳᏍᏗ ᏕᏂ ᏚᏬᎡᎢ.
Bilhah, Rachel's handmaid, conceived again, and bore Jacob a second son.	ᏈᎳᏃ ᎴᏥᎵ ᎤᏅᏏᏓᏍᏗ ᎤᏁᎵᏤᎢ, ᎠᎴ ᏤᎦᏈ ᏔᎵᏁ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎴᎢ.
Rachel said, "With mighty wrestlings have I wrestled with my sister, and have prevailed." She named him Naphtali.	ᎴᏥᎵᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏣᏘ ᎠᏍᏓᏯ ᏙᎩᎾᏟᏴᏌᏕᎬ ᎥᎩᎸᎢ, ᎠᎴ ᎠᏴ ᎦᏓᏎᎪᎩ; ᏁᏩᏔᎵᏃ ᏚᏬᎡᎢ.
When Leah saw that she had finished bearing, she took Zilpah, her handmaid, and gave her to Jacob as a wife.	ᎵᎠᏃ ᎤᏙᎴᎰᏒ ᎤᏲᎯᏍᏔᏅ ᏓᎷᎸᏍᎬᎢ, ᏏᎵᏆ ᎤᏅᏏᏓᏍᏗ ᎠᎨᏴ ᏭᏯᏅᎮᎢ, ᎠᎴ ᏤᎦᏈ ᎤᏪᎧᏁᎴ ᎾᏍᎩ ᎤᏓᏴᏍᏗ.
Zilpah, Leah's handmaid, bore Jacob a son.	ᏏᎵᏆᏃ ᎵᎠ ᎤᏅᏏᏓᏍᏗ, ᏤᎦᏈ ᎤᎾᏄᎪᏫᏎᎴ ᎠᏧᏣ.
Leah said, "How fortunate!" She named him Gad.	ᎵᎠᏃ ᎯᎠ ᏄᏪᏎᎢ, ᏑᎾᏓᏡᎩ ᏛᎾᎢ, ᎦᏗᏃ ᏚᏬᎡᎢ.
Zilpah, Leah's handmaid, bore Jacob a second son.	ᏏᎵᏆᏃ ᎵᎠ ᎤᏅᏏᏓᏍᏗ, ᏔᎵᏁ ᏤᎦᏈ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎴᎢ.
Leah said, "Happy am I, for the daughters will call me happy." She named him Asher.	ᎵᎠᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎣᏍᏛ ᏅᏩᏙᎯᏯᏛ ᎠᏆᏓᏅᏓ, ᎠᏂᎨᏴᏰᏃ ᎠᏍᏛ ᎤᏓᏅᏓᏩᏕᎩ ᎬᏉᏎᎮᏍᏗ; ᎠᏒᏃ ᏚᏬᎡᎢ.
Reuben went in the days of wheat harvest, and found mandrakes in the field, and brought them to his mother, Leah. Then Rachel said to Leah, "Please give me some of your son's mandrakes."	ᎷᏈᏂᏃ ᎤᏪᏅᏎ ᎾᎯᏳ ᎤᏣᎴᏍᏗ ᎠᏍᎫᏕᏍᏗᏱ ᎤᏍᏆᎸᎲ, ᎠᎴ ᎤᏂᏍᏇᏚᎩ ᎢᎾᎨ ᏚᏩᏛᎮᎢ, ᎠᎴ ᎤᏥ ᎵᎠ ᏚᏲᎮᎴᎢ; ᎿᏉᏃ ᎴᏥᎵ ᎯᎠ ᏄᏪᏎᎴ ᎵᎠ, ᏗᏍᎬᏏ ᎢᎦᏛ ᎤᏂᏍᏇᏚᎩ ᏤᏥ ᏧᏤᎵᎦ.
She said to her, "Is it a small matter that you have taken away my husband? Would you take away my son's mandrakes, also?" Rachel said, "Therefore he will lie with you tonight for your son's mandrakes."	ᎯᎠᏃ ᏄᏪᏎᎴᎢ, ᏥᎪ ᏅᎵᏌᎵᏉ ᎣᏍᏗᏁᎳ ᏥᏍᎩᏯᏅᎡᎸ? ᎾᏍᏉᏍᎪ ᏙᏛᏍᎩᎩᎡᎵ ᎤᏂᏍᏇᏚᎩ ᎠᏇᏥ ᏧᏤᎵᎦ? ᎴᏥᎵᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎾᏍᎩ ᎠᏗᎾ ᎢᏳᏍᏗ ᎪᎯ ᏒᏃᏱ ᏕᏍᏓᏂᏏᏅᎭ ᎤᏂᏍᏇᏚᎩ ᏤᏥ ᏧᏤᎵᎦ ᏕᏍᎩᏁᎸ ᎢᏳᏍᏗ.
Jacob came from the field in the evening, and Leah went out to meet him, and said, "You must come in to me; for I have surely hired you with my son's mandrakes." He lay with her that night.	ᏤᎦᏈᏃ ᎢᎾᎨ ᏧᎶᏎ ᎤᏒᎯᏰᏱ, ᎵᎠᏃ ᏚᏠᏒᏎᎢ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎠᏎ ᎠᏴ ᏓᏍᏆᏂᏏᏁᎵ; ᎤᏙᎯᏳᎯᏯᏰᏃ ᎤᏂᏍᏇᏚᎩ ᎠᏇᏥ ᏧᏤᎵᎦ ᎬᏯᎫᏴᏔᏅ. ᎾᎯᏳᏃ ᏒᏃᏱ ᏚᎾᏂᏏᏁᎢ.
God listened to Leah, and she conceived, and bore Jacob a fifth son.	ᎤᏁᎳᏅᎯᏃ ᎤᏛᏓᏍᏓᏁᎴ ᎵᎠ, ᎠᎴ ᎤᏁᎵᏤᎢ, ᎠᎴ ᎯᏍᎩᏁ ᎤᎾᏄᎪᏫᏎᎴ ᏤᎦᏈ ᎠᏧᏣ.
Leah said, "God has given me my hire, because I gave my handmaid to my husband." She named him Issachar.	ᎵᎠᏃ ᎯᎠ ᏄᏪᎡᎢ, ᎤᏁᎳᏅᎯ ᎠᎩᏁᎸ ᏄᏍᏛ ᎠᏆᎫᏴᎡᎲᎢ, ᏅᏗᎦᎵᏍᏙᏗᎭ ᏥᏅᏏᏓᏍᏗ ᎠᏛ ᎣᏍᏗᏁᎳ ᏥᏯᎧᏁᎸᎢ; ᎢᏏᎦᏃ ᏚᏬᎡᎢ.
Leah conceived again, and bore a sixth son to Jacob.	ᎵᎠᏃ ᎠᏏ ᎤᏁᎵᏤᎢ, ᎠᎴ ᏑᏓᎵᏁ ᎤᎾᏄᎪᏫᏎᎴ ᏤᎦᏈ ᎠᏧᏣ.
Leah said, "God has endowed me with a good dowry. Now my husband will live with me, because I have borne him six sons." She named him Zebulun.	ᎵᎠᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏁᎳᏅᎯ ᎠᎩᎲᏏ ᎣᏍᏛ ᎠᏓᏁᏗ ᎨᏒᎢ; ᎿᏉ ᎣᏍᏗᏁᎳ ᏓᏲᏍᏓᏁᎳᏗ, ᏅᏗᎦᎵᏍᏙᏗᎭ ᏑᏓᎵ ᏕᏥᎾᏄᎪᏫᏎᎸ ᎠᏂᏧᏣ; ᏤᏆᎳᏂᏃ ᏚᏬᎡᎢ.
Afterwards, she bore a daughter, and named her Dinah.	ᎣᏂᏃ ᎤᎾᏄᎪᏫᏎ ᎠᎨᏳᏣ, ᏓᏂᏃ ᏚᏬᎡᎢ.
God remembered Rachel, and God listened to her, and opened her womb.	ᎤᏁᎳᏅᎯᏃ ᎤᏅᏓᏕ ᎴᏥᎵ, ᎠᎴ ᎤᏁᎳᏅᎯ ᎤᏛᏓᏍᏓᏁᎴᎢ, ᎠᎴ ᎤᎳᏅᏓᏕᎴ ᏧᎷᎸᏗᏱ.
She conceived, bore a son, and said, "God has taken away my reproach."	ᎤᏁᎵᏤᏃ, ᎠᎴ ᎠᏧᏣ ᎤᎾᏄᎪᏫᏎᎢ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᎤᏁᎳᏅᎯ ᎠᎲᎾ ᎤᏕᎰᎯᏍᏗ ᎥᏆᏓᏅᏖᏍᎬᎢ.
She named him Joseph, saying, "May Yahweh add another son to me."	ᏦᏩᏃ ᏚᏬᎡᎢ; ᎯᎠ ᏄᏪᏎᎢ, ᏱᎰᏩ ᎠᏏ ᏅᏩᏓᎴ ᎠᏧᏣ ᏛᎩᎧᏁᎵ.
It happened, when Rachel had borne Joseph, that Jacob said to Laban, "Send me away, that I may go to my own place, and to my country.	ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎾᎯᏳ ᎴᏥᎵ ᏦᏩ ᎤᎾᏄᎪᏫᏒ, ᎾᏍᎩ ᏤᎦᏈ ᎯᎠ ᏄᏪᏎᎴ ᎴᏆᏂ, ᏍᏆᏂᎩᏍᏓ, ᎾᏍᎩᏃ ᏗᏇᏅᏒ ᏫᏥᎶᎢ, ᎠᎴ ᎠᏆᏤᎵᎪᎯ ᏗᎨᏒᎢ.
Give me my wives and my children for whom I have served you, and let me go; for you know my service with which I have served you."	ᏗᏍᎩᏲᎯᏏ ᏗᏆᏓᎵᎢ, ᎠᎴ ᏗᏇᏥ, ᎾᏍᎩ ᎪᎱᏍᏗ ᎬᏯᏛᏁᎲ ᏗᎬᏒᏅᎯ ᏥᎩ, ᎠᎴ ᎦᏂᎩ; ᏨᏒᏰᏃ ᎯᎦᏔᎭ ᏓᎩᎸᏫᏍᏓᏁᎸ ᎪᎱᏍᏗ ᎬᏯᏛᏁᎸᎢ.
Laban said to him, "If now I have found favor in your eyes, stay here, for I have divined that Yahweh has blessed me for your sake."	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎢᏳᏃ ᎣᏍᏛ ᏍᎩᏰᎸᏗ ᎨᏒ ᎬᏩᏛᎡᎴᏍᏗ, [ᎦᎮᎮᏍᏗᏉ;] ᎠᏆᏙᎴᎰᏒᏰᏃ ᎾᏍᎩ ᏱᎰᏩ ᎣᏏᏳ ᎾᏆᏛᏁᎸ ᏂᎯ ᎨᏒ ᏅᏗᎦᎵᏍᏙᏗᏍᎬᎢ.
He said, "Appoint me your wages, and I will give it."	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎯᏁᎩ ᎢᎦᎩ ᏍᎩᏠᎯᏍᏗᏱ, ᎠᎴ ᏓᎬᏁᎵᏉ.
He said to him, "You know how I have served you, and how your livestock have fared with me.	ᎯᎠᏃ ᏄᏪᏎᎴᎢ, ᏨᏒ ᎯᎦᏔᎭ ᏄᏍᏛ ᎪᎱᏍᏗ ᎬᏩᏛᏁᎸᎢ, ᎠᎴ ᏗᏣᏤᎵ ᎦᎾᏝᎢ ᏥᏚᏥᎦᎿᏩᏗᏙᎲᎩ;
For it was little which you had before I came, and it has increased to a multitude. Yahweh has blessed you wherever I turned. Now when will I provide for my own house also?"	ᎤᏍᏗᏉᏰᏃ ᏥᏣᎲ ᎠᏏ ᏂᏥᎷᎬᎾ ᏥᎨᏒᎩ, ᎪᎯᏃ ᎬᏒ ᎤᏁᏉᏨ ᏧᏈᏯ ᏄᎵᏍᏔᏅ; ᏱᎰᏩᏃ ᎣᏍᏛ ᏂᏣᏛᏁᎸ ᎬᎩᎷᏨᎯ; ᎢᎳᎩᏳᏃ ᏓᎦᏓᏁᎳᏂ ᎠᏋᏒ ᏓᏆᏓᏘᎾᎥ ᎤᎾᎵᏍᏕᎸᏙᏗ?
He said, "What shall I give you?" Jacob said, "You shall not give me anything. If you will do this thing for me, I will again feed your flock and keep it.	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎦᏙᏃ ᏓᎬᏁᎵ? ᏤᎦᏈᏃ ᎯᎠ ᏄᎡᏎᎢ, ᎥᏝ ᎪᎱᏍᏗ ᏴᏓᏍᎩᏁᎵ; ᎢᏳᏃ ᎯᎠ ᏱᏂᏍᏆᏛᏁᎸ ᏔᎵᏁ ᏱᏙᎬᎾᏗᏍᏓ, ᎠᎴ ᏱᏙᏥᎦᏘᏓ ᏗᏣᏤᎵ ᎦᎾᏝᎢ
I will pass through all your flock today, removing from there every speckled and spotted one, and every black one among the sheep, and the spotted and speckled among the goats. This will be my hire.	ᎪᎯ ᎢᎦ ᏥᎩ ᏓᎨᏙᏂ ᏂᎦᏛ ᎦᎾᏝᎢ ᏣᏤᎵ ᏄᎾᏛᏅᎢ, ᏕᎦᏓᏓᎴᏗᏍᎨᏍᏗ ᏂᎦᏛ ᎠᏫ ᎤᏂᏚᏯᏍᏗ, ᎠᎴ ᏧᏂᎳᎾᎢ, ᎠᎴ ᏂᎦᏛ ᎠᏂᎬᎾᎨ ᎠᏫ ᎤᎾᏜᏍᏛ ᎤᏂᏃᏕᎾ ᎤᎾᏓᏡᎬᎢ, ᎠᎴ ᏧᏂᎳᎾᎢ ᎠᎴ ᎤᏂᏚᏯᏍᏗ ᎤᎾᏜᏍᏛ ᏗᏂᎭᏄᎸᎯ ᎤᎾᏓᏡᎬᎢ, ᎾᏍᎩ ᏍᏆᎫᎡᏓᏁᏗ ᎨᏎᏍᏗ.
So my righteousness will answer for me hereafter, when you come concerning my hire that is before you. Every one that is not speckled and spotted among the goats, and black among the sheep, that might be with me, will be counted stolen."	ᎾᏍᎩᏃ ᏚᏳᎪᏛ ᎢᎦᏛᏁᎯ ᎨᏒ ᎬᏂᎨᏒ ᎾᏋᏁᎮᏍᏗ ᎪᎯ ᎨᏒ ᎤᏓᎴᏅᏛ, ᎾᎯᏳ ᏍᏆᎫᏴᎡᎸ ᎯᎪᏩᏘᏍᎨᏍᏗ; ᏂᎦᏛ ᏄᏂᏚᏯᏍᏛᎾ ᎠᎴ ᏂᏚᏂᎳᎾᎥᎾ ᏗᏂᎭᏄᎸᎯ ᎤᎾᏓᏑᏴᎢ, ᎠᎴ ᎠᏂᎬᎾᎨ ᎠᏂᎨᏒᎾ ᎤᏂᏃᏕᎾ ᎤᎾᏓᏑᏴᎢ, ᎾᏍᎩ ᎦᏃᏍᎩᏛ ᏍᎩᏰᎸᎾᏁᏗ ᎨᏎᏍᏗ.
Laban said, "Behold, let it be according to your word."	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎰᏩᏉ, ᎾᏍᎩ ᏄᏍᏕᏍᏗ ᎾᏍᎩᏯ ᏣᏁᏨᎢ.
That day, he removed the male goats that were streaked and spotted, and all the female goats that were speckled and spotted, every one that had white in it, and all the black ones among the sheep, and gave them into the hand of his sons.	ᎾᎯᏳᏃ ᎢᎦ ᏚᏪᎧᎲᏎ ᏗᏂᎭᏄᎸᎯ ᎠᏂᏨᏯ, ᎬᏩᏕᏱᏛ ᏧᏂᎶᎸᏗ, ᎠᎴ ᏧᏂᎳᎾᎢ, ᎠᎴ ᎾᏂᎥ ᏗᏂᎭᏄᎸᎯ ᎠᏂᎩᏏ ᎤᏂᏚᏯᏍᏗ ᎠᎴ ᏧᏂᎳᎾᎢ ᎨᏒᎢ, ᎠᎴ ᎾᏂᎥ ᎤᏁᎬ ᏳᏓᏓᎳ, ᎠᎴ ᎾᏂᎥ ᎠᏂᎬᎾᎨ ᎤᏂᏃᏕᎾ ᎤᎾᏓᏑᏴᎢ, ᎠᎴ ᏧᏪᏥ ᏕᎤᏲᎯᏎᎴᎢ.
He set three days' journey between himself and Jacob, and Jacob fed the rest of Laban's flocks.	ᎠᎴ ᏦᎢ ᏧᏙᏓᏆᏛ ᎡᏅᏍᏗ ᎢᏴᏛ ᏂᏚᎾᏓᎳᏕ ᎤᏩᏒ ᎠᎴ ᏤᎦᏈ; ᏤᎦᏈᏃ ᎠᏂᏐᎢ ᎤᏂᏙᏕᎾ ᎴᏆᏂ ᏧᏤᎵ ᏕᎬᎾᏗᏍᏗᏍᎨᎢ.
Jacob took to himself rods of fresh poplar, almond, plane tree, peeled white streaks in them, and made the white appear which was in the rods.	ᏤᎦᏈᏃ ᏚᏴᎮ ᏗᏤ ᎦᎾᏍᏓ ᏥᏳ ᎠᎴ ᎠᎹᏂ ᎠᎴ ᏘᎵ; ᎠᎴ ᏚᏯᎸᎮ ᏧᏁᎬ ᏧᎸᏓᏅᏂ ᏂᏚᏩᏁᎴᎢ, ᎠᎴ ᎤᏁᎬ ᎨᏒ ᎦᎾᏍᏙᎯ ᎬᏂᎨᏒ ᏄᏩᏁᎴᎢ.
He set the rods which he had peeled opposite the flocks in the gutters in the watering-troughs where the flocks came to drink. They conceived when they came to drink.	ᎠᎴ ᎾᏍᎩ ᎦᎾᏍᏓ ᏄᏯᎸᏛ ᏚᏪᏘᏁ ᏕᎨᎵᏍᎦᎸᎲ ᎠᎹ ᏧᎾᏗᏔᏍᏗᏱ, ᎾᎿ ᎠᏫ ᏓᎾᏗᏔᎯᎯᎲᎢ, ᎢᎬᏱᏗᏢ ᎠᏫ ᎠᏂᎷᎬᎢ, ᎾᏍᎩ ᏧᏂᏁᎵᎢᏍᏗᏱ ᎾᎯᏳ ᏓᎾᏗᏔᎯᎦ.
The flocks conceived before the rods, and the flocks produced streaked, speckled, and spotted.	ᎠᏫᏃ ᏓᏂᏁᎵᎨ ᎦᎾᏍᏓ ᏕᎨᏛ ᎢᎬᏱᏗᏢ, ᎠᎴ ᏚᎾᏅᏁ ᎬᏩᏕᏱᏛ ᏧᏂᎶᎸᏗ, ᎤᏂᏚᏯᏍᏗ, ᎠᎴ ᏧᏂᎳᎾᎢ.
Jacob separated the lambs, and set the faces of the flocks toward the streaked and all the black in the flock of Laban: and he put his own droves apart, and didn't put them into Laban's flock.	ᏤᎦᏈᏃ ᎠᏂᎩᎾ ᏚᏓᏓᎴᏔᏁᎢ; ᎬᏩᏕᏱᏛᏃ ᏧᏂᎶᎸᏗ ᎠᎴ ᏂᎦᏛ ᎠᏂᎬᎾᎨ ᎴᏆᏂ ᏧᏤᎵ ᎠᏫ ᎤᎾᏓᏑᏴ ᎠᏂᏙᎾᎥ ᎢᏗᏢ ᏫᏚᎦᏔᏁ ᎠᏫ; ᎤᏩᏒᏃ ᏧᏤᎵ ᎤᎾᏁᎳᎩ ᏚᏪᎧᏁᎢ, ᎥᏝᏃ ᎴᏆᏂ ᏧᏤᎵ ᎠᏁᏙᎲ ᏱᏚᏪᎧᏁᎢ.
It happened, whenever the stronger of the flock conceived, that Jacob laid the rods before the eyes of the flock in the gutters, that they might conceive among the rods;	ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎢᏳᏃ ᏧᎾᎵᏂᎦᏂ ᎠᏫ ᏓᏂᏁᎵᎩ, ᎾᏍᎩ ᏤᎦᏈ ᎦᎾᏍᏓ ᏕᎨᎵᏍᎦᎸᎲ ᏕᎦᎳᏗᏍᎨ ᎠᏫ ᏓᏂᎧᏅ ᎢᏗᏢ, ᎾᏍᎩ ᎦᎾᏍᏓ ᏕᎨᏛ ᏧᏂᏁᎵᏍᏗᏱ.
